,indextest,block info,white,black,asian,4,5,6,7,index,creation_date,completion_date,community_area,street_address,type_of_service_request,latitude,longitude,police_district,ward,is_building_open_or_boarded_,number_of_potholes_filled_on_block,what_type_of_surface_is_the_graffiti_on_,what_is_the_nature_of_this_code_violation_,x_coordinate,y_coordinate,zip
0,1,"Block Group 2, Census Tract 8418, Cook County, Illinois",10,1958,0,17,031,841800,2,0,2017-03-31T00:00:00,,69.0,S UNIVERSITY 7212 AVE,Vacant/Abandoned Building,41.7639261355,-87.5970153722,3.0,5.0,,,,,1185129.28007,1857425.29077,
0,1,"Block Group 3, Census Tract 5306, Cook County, Illinois",79,753,0,17,031,530600,3,1,2017-03-31T00:00:00,,53.0,E 120TH 151 ST,Vacant/Abandoned Building,41.6762527698,-87.6190710564,5.0,9.0,Open,,,,1179377.15512,1825427.31858,
0,1,"Block Group 3, Census Tract 7502, Cook County, Illinois",601,74,27,17,031,750200,3,2,2017-03-31T00:00:00,,75.0,S LONGWOOD 10762 DR,Vacant/Abandoned Building,41.6980360668,-87.6712388095,22.0,19.0,Open,,,,1165064.52143,1833251.03961,
0,1,"Block Group 3, Census Tract 4603.01, Cook County, Illinois",144,485,0,17,031,460301,3,3,2017-03-31T00:00:00,,46.0,S MARQUETTE 8401 AVE,Vacant/Abandoned Building,41.7427235064,-87.5588029129,4.0,7.0,Open,,,,1195623.87397,1849790.77941,
0,1,"Block Group 4, Census Tract 6811, Cook County, Illinois",12,786,0,17,031,681100,4,4,2017-03-31T00:00:00,,68.0,S CARPENTER 6811 ST,Vacant/Abandoned Building,41.7703638515,-87.6506150876,7.0,6.0,Open,,,,1170487.72039,1859650.52442,
0,1,"Block Group 2, Census Tract 4409, Cook County, Illinois",0,813,0,17,031,440900,2,5,2017-03-31T00:00:00,,44.0,E 92ND 628 PL,Vacant/Abandoned Building,41.7265509951,-87.6087389308,6.0,9.0,Open,,,,1182045.57059,1843778.96659,
0,1,"Block Group 2, Census Tract 5303, Cook County, Illinois",48,993,0,17,031,530300,2,6,2017-03-31T00:00:00,,53.0,S MORGAN 11717 ST,Vacant/Abandoned Building,41.6810704985,-87.6468863569,5.0,34.0,Open,,,,1171764.34722,1827121.06989,
0,1,"Block Group 1, Census Tract 5103, Cook County, Illinois",61,1502,15,17,031,510300,1,7,2017-03-31T00:00:00,,51.0,S OGLESBY 9721 AVE,Vacant/Abandoned Building,41.7180200358,-87.5662423013,4.0,10.0,,,,,1193673.83161,1840770.88479,
0,1,"Block Group 1, Census Tract 6809, Cook County, Illinois",9,895,8,17,031,680900,1,8,2017-03-31T00:00:00,,68.0,S STEWART 6520 AVE,Vacant/Abandoned Building,41.7762293318,-87.6349507365,7.0,20.0,Open,,,,1174743.44357,1861822.17011,
0,1,"Block Group 2, Census Tract 6814, Cook County, Illinois",0,1043,0,17,031,681400,2,9,2017-03-31T00:00:00,,68.0,S ABERDEEN 7318 ST,Vacant/Abandoned Building,41.761122535,-87.6515875628,7.0,17.0,Open,,,,1170249.12917,1856280.95958,
0,1,"Block Group 3, Census Tract 6715, Cook County, Illinois",22,901,0,17,031,671500,3,10,2017-03-31T00:00:00,,67.0,S PAULINA 6831 ST,Vacant/Abandoned Building,41.769772626,-87.6663803704,7.0,17.0,Boarded,,,,1166188.7799,1859401.34263,
0,1,"Block Group 3, Census Tract 7305, Cook County, Illinois",0,577,0,17,031,730500,3,11,2017-03-31T00:00:00,,73.0,S EMERALD 10137 AVE,Vacant/Abandoned Building,41.7098983509,-87.6416993829,22.0,34.0,Open,,,,1173096.91319,1837636.912,
0,1,"Block Group 1, Census Tract 6603.02, Cook County, Illinois",359,32,0,17,031,660302,1,12,2017-03-31T00:00:00,,66.0,S MOZART 6058 ST,Vacant/Abandoned Building,41.7834970761,-87.6947331583,8.0,16.0,Open,,,,1158417.21899,1864343.7229,
0,1,"Block Group 1, Census Tract 6720, Cook County, Illinois",0,1569,0,17,031,672000,1,13,2017-03-31T00:00:00,,67.0,S PAULINA 7342 ST,Vacant/Abandoned Building,41.7604727305,-87.6661284019,7.0,17.0,Boarded,,,,1166283.80121,1856013.07101,
0,1,"Block Group 5, Census Tract 6909, Cook County, Illinois",0,1328,0,17,031,690900,5,14,2017-03-31T00:00:00,,69.0,S DR MARTIN LUTHER KING JR 7426 DR,Vacant/Abandoned Building,41.7597544421,-87.6151531319,3.0,6.0,Boarded,,,,1180193.67139,1855863.32279,
0,1,"Block Group 1, Census Tract 5306, Cook County, Illinois",10,1125,0,17,031,530600,1,15,2017-03-31T00:00:00,,53.0,S CALUMET 11920 AVE,Vacant/Abandoned Building,41.6775440666,-87.6154240295,5.0,9.0,Boarded,,,,1180369.56108,1825906.12998,
0,1,"Block Group 2, Census Tract 2521.02, Cook County, Illinois",0,1015,0,17,031,252102,2,16,2017-03-31T00:00:00,,25.0,W GLADYS 5249 AVE,Vacant/Abandoned Building,41.8757380978,-87.7561937455,15.0,29.0,Open,,,,1141429.02303,1897837.39371,
0,1,"Block Group 2, Census Tract 2608, Cook County, Illinois",17,1046,0,17,031,260800,2,17,2017-03-30T00:00:00,,26.0,W CONGRESS 3928 PKWY,Vacant/Abandoned Building,41.8743857245,-87.7236949789,11.0,28.0,Open,,,,1150283.32003,1897405.78093,
0,1,"Block Group 2, Census Tract 6113, Cook County, Illinois",458,192,0,17,031,611300,2,18,2017-03-30T00:00:00,,61.0,W 51ST 1636 ST,Vacant/Abandoned Building,41.8013066387,-87.666074472,9.0,20.0,,,,,1166183.05243,1870892.7628,
0,1,"Block Group 1, Census Tract 2604, Cook County, Illinois",12,1596,0,17,031,260400,1,19,2017-03-30T00:00:00,,26.0,W WEST END 4450 AVE,Vacant/Abandoned Building,41.8832265668,-87.737130936,11.0,28.0,Boarded,,,,1146601.6802,1900601.66492,
0,1,"Block Group 1, Census Tract 2212, Cook County, Illinois",1250,104,111,17,031,221200,1,20,2017-03-30T00:00:00,,22.0,N HUMBOLDT 2026 BLVD,Vacant/Abandoned Building,41.9183058072,-87.7021168758,14.0,32.0,,,,,1156042.3353,1913452.72298,
0,1,"Block Group 2, Census Tract 6715, Cook County, Illinois",124,1327,0,17,031,671500,2,21,2017-03-30T00:00:00,,67.0,W 69TH 2119 PL,Vacant/Abandoned Building,41.7675018208,-87.6767521899,7.0,17.0,,,,,1163365.74303,1858552.11,
0,1,"Block Group 1, Census Tract 7108, Cook County, Illinois",0,314,0,17,031,710800,1,22,2017-03-30T00:00:00,,71.0,S GREEN 7955 ST,Vacant/Abandoned Building,41.7496118484,-87.6452268001,6.0,17.0,Open,,,,1172018.07891,1852100.38351,
0,1,"Block Group 4, Census Tract 5302, Cook County, Illinois",0,1012,0,17,031,530200,4,23,2017-03-30T00:00:00,,53.0,W 117TH 734 ST,Vacant/Abandoned Building,41.6818500606,-87.6406474715,5.0,34.0,Open,,,,1173466.32789,1827418.77219,
0,1,"Block Group 1, Census Tract 6702, Cook County, Illinois",42,792,0,17,031,670200,1,24,2017-03-30T00:00:00,,67.0,S JUSTINE 5652 ST,Vacant/Abandoned Building,41.7912688553,-87.6632805514,7.0,16.0,,,,,1166973.34993,1867240.98403,
0,1,"Block Group 1, Census Tract 5305.02, Cook County, Illinois",10,1457,0,17,031,530502,1,25,2017-03-30T00:00:00,,53.0,S WENTWORTH 12415 AVE,Vacant/Abandoned Building,41.6685993792,-87.6271719711,5.0,9.0,,,,,1177186.9311,1822620.28719,
0,1,"Block Group 3, Census Tract 4913, Cook County, Illinois",59,366,0,17,031,491300,3,26,2017-03-30T00:00:00,,49.0,W 114TH 335 ST,Vacant/Abandoned Building,41.6870354649,-87.6313980077,5.0,34.0,Open,,,,1175977.56127,1829328.71542,
0,1,"Block Group 3, Census Tract 8348, Cook County, Illinois",0,557,0,17,031,834800,3,27,2017-03-30T00:00:00,,68.0,S LOWE 5954 AVE,Vacant/Abandoned Building,41.785756582,-87.6412520585,7.0,20.0,Boarded,,,,1172996.72013,1865279.93719,
0,1,"Block Group 4, Census Tract 4913, Cook County, Illinois",0,596,0,17,031,491300,4,28,2017-03-30T00:00:00,,49.0,W 111TH 215 PL,Vacant/Abandoned Building,41.6916162837,-87.6282505067,5.0,34.0,Open,,,,1176823.61663,1831004.92832,
0,1,"Block Group 3, Census Tract 7506, Cook County, Illinois",4,949,0,17,031,750600,3,29,2017-03-30T00:00:00,,75.0,W 111TH 1146 PL,Vacant/Abandoned Building,41.6913475898,-87.6507785784,22.0,34.0,Open,,,,1170671.44621,1830857.45997,
0,1,"Block Group 3, Census Tract 6604, Cook County, Illinois",372,0,0,17,031,660400,3,30,2017-03-30T00:00:00,,66.0,W 62ND 3546 PL,Vacant/Abandoned Building,41.7797628215,-87.7115238297,8.0,23.0,Boarded,,,,1153847.67113,1862949.42568,
0,1,"Block Group 3, Census Tract 4302, Cook County, Illinois",0,918,0,17,031,430200,3,31,2017-03-30T00:00:00,,43.0,S EAST END 7001 AVE,Vacant/Abandoned Building,41.7678826511,-87.5828282077,3.0,5.0,Open,,,,1188987.2102,1858900.46681,
0,1,"Block Group 3, Census Tract 2511, Cook County, Illinois",12,966,20,17,031,251100,3,32,2017-03-30T00:00:00,,25.0,W AUGUSTA 5056 BLVD,Vacant/Abandoned Building,41.8986159527,-87.7524774087,15.0,37.0,Open,,,,1142384.7091,1906180.88188,
0,1,"Block Group 2, Census Tract 5103, Cook County, Illinois",17,1302,0,17,031,510300,2,33,2017-03-30T00:00:00,,51.0,S JEFFERY 9713 AVE,Vacant/Abandoned Building,41.7185910224,-87.575263901,4.0,7.0,Boarded,,,,1191208.99221,1840957.13012,
0,1,"Block Group 4, Census Tract 2519, Cook County, Illinois",0,2223,0,17,031,251900,4,34,2017-03-29T00:00:00,,25.0,N LONG 119 AVE,Vacant/Abandoned Building,41.8828516742,-87.7602115977,15.0,28.0,Open,,,,1140317.4814,1900422.23568,
0,1,"Block Group 1, Census Tract 2304, Cook County, Illinois",360,43,23,17,031,230400,1,35,2017-03-29T00:00:00,,23.0,N LAWNDALE 1738 AVE,Vacant/Abandoned Building,41.9125035142,-87.7190716339,25.0,26.0,Open,,,,1151443.03967,1911304.85571,
0,1,"Block Group 2, Census Tract 1913.02, Cook County, Illinois",1457,191,0,17,031,191302,2,36,2017-03-29T00:00:00,,19.0,W GRAND 5741 AVE,Vacant/Abandoned Building,41.919455605,-87.7696048861,25.0,36.0,Open,,,,1137671.9259,1913743.74619,
0,1,"Block Group 1, Census Tract 4602, Cook County, Illinois",329,504,0,17,031,460200,1,37,2017-03-29T00:00:00,,46.0,S BUFFALO 8301 AVE,Vacant/Abandoned Building,41.7447339617,-87.5442678854,4.0,10.0,Open,,,,1199583.87878,1850559.41067,
0,1,"Block Group 2, Census Tract 2608, Cook County, Illinois",17,1046,0,17,031,260800,2,38,2017-03-29T00:00:00,,26.0,W JACKSON 3909 BLVD,Vacant/Abandoned Building,41.8771155019,-87.7233276211,11.0,28.0,Open,,,,1150376.29972,1898401.21773,
0,1,"Block Group 1, Census Tract 4601, Cook County, Illinois",312,819,0,17,031,460100,1,39,2017-03-29T00:00:00,,46.0,S COLES 7955 AVE,Vacant/Abandoned Building,41.7507297847,-87.5492461813,4.0,7.0,Open,,,,1198205.39547,1852731.81992,
0,1,"Block Group 2, Census Tract 6116, Cook County, Illinois",6,999,0,17,031,611600,2,40,2017-03-29T00:00:00,,61.0,W GARFIELD 2112 BLVD,Vacant/Abandoned Building,41.7938867531,-87.6770544413,9.0,16.0,Open,,,,1163209.90989,1868165.9544,
0,1,"Block Group 1, Census Tract 202, Cook County, Illinois",1160,12,34,17,031,020200,1,41,2017-03-29T00:00:00,,2.0,W JARLATH 2904 ST,Vacant/Abandoned Building,42.0129174455,-87.7023632775,24.0,50.0,,,,,1155721.38,1947929.09,
0,1,"Block Group 2, Census Tract 6809, Cook County, Illinois",2,470,7,17,031,680900,2,42,2017-03-29T00:00:00,,68.0,W 65TH 344 ST,Vacant/Abandoned Building,41.7765388905,-87.6337411225,7.0,20.0,Boarded,,,,1175072.46661,1861937.6528,
0,1,"Block Group 2, Census Tract 6814, Cook County, Illinois",0,1043,0,17,031,681400,2,43,2017-03-29T00:00:00,,68.0,S MAY 7331 ST,Vacant/Abandoned Building,41.7608655181,-87.6527912738,7.0,17.0,,,,,1169921.46262,1856184.70438,
0,1,"Block Group 1, Census Tract 4603.02, Cook County, Illinois",8,835,77,17,031,460302,1,44,2017-03-29T00:00:00,,46.0,S MUSKEGON 7916 AVE,Vacant/Abandoned Building,41.7515853246,-87.5553154914,4.0,7.0,Open,,,,1196546.42008,1853028.53717,
0,1,"Block Group 1, Census Tract 4601, Cook County, Illinois",312,819,0,17,031,460100,1,45,2017-03-29T00:00:00,,46.0,S ESCANABA 7957 AVE,Vacant/Abandoned Building,41.7508488568,-87.5540751263,4.0,7.0,Open,,,,1196887.30942,1852763.23739,
0,1,"Block Group 1, Census Tract 7103, Cook County, Illinois",0,1297,0,17,031,710300,1,46,2017-03-29T00:00:00,,71.0,S LAFLIN 7631 ST,Vacant/Abandoned Building,41.755266658,-87.6619441261,6.0,17.0,Open,,,,1167440.2101,1854124.90573,
0,1,"Block Group 3, Census Tract 4207, Cook County, Illinois",0,602,0,17,031,420700,3,47,2017-03-29T00:00:00,,42.0,S RHODES 6550 AVE,Vacant/Abandoned Building,41.7766706627,-87.6119384583,3.0,20.0,Open,,,,1181019.04671,1862034.8033,
0,1,"Block Group 1, Census Tract 5305.02, Cook County, Illinois",10,1457,0,17,031,530502,1,48,2017-03-29T00:00:00,,53.0,S YALE 12359 AVE,Vacant/Abandoned Building,41.6695923073,-87.6284100016,5.0,9.0,Open,,,,1176845.71567,1822979.327,
0,1,"Block Group 1, Census Tract 4910, Cook County, Illinois",0,299,0,17,031,491000,1,49,2017-03-29T00:00:00,,49.0,W 105TH 16 ST,Vacant/Abandoned Building,41.7035194505,-87.6234172709,5.0,34.0,Open,,,,1178107.93673,1835353.1399,
0,1,"Block Group 3, Census Tract 5306, Cook County, Illinois",79,753,0,17,031,530600,3,50,2017-03-29T00:00:00,,53.0,E 119TH 127 PL,Vacant/Abandoned Building,41.6771573584,-87.6197515957,5.0,9.0,Boarded,,,,1179188.50972,1825755.39811,
0,1,"Block Group 1, Census Tract 6909, Cook County, Illinois",0,576,0,17,031,690900,1,51,2017-03-29T00:00:00,,69.0,S LANGLEY 7131 AVE,Vacant/Abandoned Building,41.7652557595,-87.6084084078,3.0,6.0,Open,,,,1182016.97579,1857883.39433,
0,1,"Block Group 1, Census Tract 4401.02, Cook County, Illinois",22,1027,0,17,031,440102,1,52,2017-03-29T00:00:00,,44.0,S INGLESIDE 8340 AVE,Vacant/Abandoned Building,41.7432731722,-87.6013554454,6.0,8.0,Boarded,,,,1184009.26057,1849889.41957,
0,1,"Block Group 2, Census Tract 3018.02, Cook County, Illinois",811,20,0,17,031,301802,2,53,2017-03-29T00:00:00,,30.0,W 25TH 4202 ST,Vacant/Abandoned Building,41.846012408,-87.7295020294,10.0,22.0,Open,,,,1148774.49458,1887055.44509,
0,1,"Block Group 2, Census Tract 6706, Cook County, Illinois",0,691,0,17,031,670600,2,54,2017-03-29T00:00:00,,67.0,S WINCHESTER 6205 AVE,Vacant/Abandoned Building,41.7810846791,-87.6727377492,7.0,15.0,Boarded,,,,1164422.8719,1863509.98338,
0,1,"Block Group 2, Census Tract 5203, Cook County, Illinois",1383,10,0,17,031,520300,2,55,2017-03-28T00:00:00,,52.0,S GREEN BAY 10634 AVE,Vacant/Abandoned Building,41.7021376661,-87.5413396808,4.0,10.0,Open,,,,1200525.78678,1835045.077,
0,1,"Block Group 3, Census Tract 6604, Cook County, Illinois",372,0,0,17,031,660400,3,56,2017-03-28T00:00:00,,66.0,W 61ST 3526 ST,Vacant/Abandoned Building,41.7824829455,-87.7115149956,8.0,23.0,,,,,1153842.91299,1863940.63541,
0,1,"Block Group 2, Census Tract 6712, Cook County, Illinois",0,537,0,17,031,671200,2,57,2017-03-28T00:00:00,,67.0,S PAULINA 6409 ST,Vacant/Abandoned Building,41.7773505958,-87.6666323797,7.0,15.0,Open,,,,1166098.62709,1862162.16293,
0,1,"Block Group 2, Census Tract 6712, Cook County, Illinois",0,537,0,17,031,671200,2,58,2017-03-28T00:00:00,,67.0,S PAULINA 6450 ST,Vacant/Abandoned Building,41.7775056732,-87.6666366394,7.0,15.0,Open,,,,1166097.02709,1862218.66293,
0,1,"Block Group 1, Census Tract 3514, Cook County, Illinois",119,1510,28,17,031,351400,1,59,2017-03-28T00:00:00,,35.0,S MICHIGAN 3639 AVE,Vacant/Abandoned Building,41.8286126857,-87.6231956377,2.0,3.0,Boarded,,,,1177792.12048,1880936.62997,
0,1,"Block Group 1, Census Tract 5305.01, Cook County, Illinois",0,1525,0,17,031,530501,1,60,2017-03-28T00:00:00,,53.0,W 120TH 542 ST,Vacant/Abandoned Building,41.6760573591,-87.6360136497,5.0,34.0,,,,,1174749.20821,1825318.2006,
0,1,"Block Group 1, Census Tract 5306, Cook County, Illinois",10,1125,0,17,031,530600,1,61,2017-03-28T00:00:00,,53.0,S PRAIRIE 11921 AVE,Vacant/Abandoned Building,41.6777299333,-87.6165814377,5.0,9.0,,,,,1180052.81321,1825971.22499,
0,1,"Block Group 4, Census Tract 4910, Cook County, Illinois",3,1521,1,17,031,491000,4,62,2017-03-28T00:00:00,,49.0,S LAFAYETTE 10535 AVE,Vacant/Abandoned Building,41.702825485,-87.6245885974,5.0,34.0,,,,,1177790.15988,1835097.63252,
0,1,"Block Group 4, Census Tract 4910, Cook County, Illinois",3,1521,1,17,031,491000,4,63,2017-03-28T00:00:00,,49.0,S LAFAYETTE 10539 AVE,Vacant/Abandoned Building,41.7027478077,-87.6245865209,5.0,34.0,,,,,1177790.95988,1835069.33252,
0,1,"Block Group 3, Census Tract 6812, Cook County, Illinois",12,763,0,17,031,681200,3,64,2017-03-28T00:00:00,,68.0,S PARNELL 6814 AVE,Vacant/Abandoned Building,41.7704940084,-87.6386711174,7.0,6.0,,,,,1173745.53377,1859724.04231,
0,1,"Block Group 3, Census Tract 6812, Cook County, Illinois",12,763,0,17,031,681200,3,65,2017-03-28T00:00:00,,68.0,S PARNELL 6816 AVE,Vacant/Abandoned Building,41.7704572284,-87.6386700479,7.0,6.0,,,,,1173745.93377,1859710.64231,
0,1,"Block Group 1, Census Tract 6609, Cook County, Illinois",172,1743,0,17,031,660900,1,66,2017-03-28T00:00:00,,66.0,W LITHUANIAN PLAZA 2404 CT,Vacant/Abandoned Building,41.7683298601,-87.6835006951,8.0,17.0,,,,,1161522.4579,1858839.85937,
0,1,"Block Group 1, Census Tract 6912, Cook County, Illinois",15,1177,0,17,031,691200,1,67,2017-03-28T00:00:00,,69.0,S HARVARD 7558 AVE,Vacant/Abandoned Building,41.7570346712,-87.6328413727,6.0,6.0,Boarded,,,,1175375.76741,1854832.46729,
0,1,"Block Group 1, Census Tract 5401.01, Cook County, Illinois",130,1495,0,17,031,540101,1,68,2017-03-28T00:00:00,,54.0,E 133RD 660 ST,Vacant/Abandoned Building,41.6545765382,-87.605899326,5.0,9.0,,,,,1183042.19097,1817558.90712,
0,1,"Block Group 2, Census Tract 4305, Cook County, Illinois",38,1318,0,17,031,430500,2,69,2017-03-28T00:00:00,,43.0,E 72ND 1752 ST,Vacant/Abandoned Building,41.7642733882,-87.5820325133,3.0,7.0,Open,,,,1189215.76427,1857587.17349,
0,1,"Block Group 1, Census Tract 107.01, Cook County, Illinois",1215,338,160,17,031,010701,1,70,2017-03-28T00:00:00,,1.0,N WOLCOTT 6801 AVE,Vacant/Abandoned Building,42.0052670035,-87.6779302964,24.0,49.0,Boarded,,,,1162382.62022,1945191.10589,
0,1,"Block Group 1, Census Tract 6609, Cook County, Illinois",172,1743,0,17,031,660900,1,71,2017-03-28T00:00:00,,66.0,S ARTESIAN 6822 AVE,Vacant/Abandoned Building,41.7697326669,-87.6846030323,8.0,17.0,Open,,,,1161217.88649,1859348.76058,
0,1,"Block Group 1, Census Tract 4914, Cook County, Illinois",0,721,0,17,031,491400,1,72,2017-03-28T00:00:00,,49.0,S VERNON 11238 AVE,Vacant/Abandoned Building,41.6902397728,-87.6120847465,5.0,9.0,Open,,,,1181243.06782,1830539.89989,
0,1,"Block Group 2, Census Tract 6810, Cook County, Illinois",0,682,0,17,031,681000,2,73,2017-03-28T00:00:00,,68.0,S SANGAMON 6516 ST,Vacant/Abandoned Building,41.7757636163,-87.6483278326,7.0,6.0,Open,,,,1171095.98859,1861623.11852,
0,1,"Block Group 1, Census Tract 4305, Cook County, Illinois",68,1291,0,17,031,430500,1,74,2017-03-28T00:00:00,,43.0,S EUCLID 7113 AVE,Vacant/Abandoned Building,41.7658254684,-87.5781357533,3.0,5.0,Open,,,,1190273.89837,1858162.04951,
0,1,"Block Group 1, Census Tract 6704, Cook County, Illinois",17,1453,0,17,031,670400,1,75,2017-03-28T00:00:00,,67.0,S WOLCOTT 5544 AVE,Vacant/Abandoned Building,41.7929317084,-87.6718364599,7.0,15.0,Open,,,,1164635.48001,1867828.84802,
0,1,"Block Group 4, Census Tract 6910, Cook County, Illinois",0,393,0,17,031,691000,4,76,2017-03-28T00:00:00,,69.0,S MICHIGAN 7131 AVE,Vacant/Abandoned Building,41.765009103,-87.6216786936,3.0,6.0,Open,,,,1178397.42741,1857763.28243,
0,1,"Block Group 1, Census Tract 7114, Cook County, Illinois",0,1069,6,17,031,711400,1,77,2017-03-28T00:00:00,,71.0,S LAFLIN 8820 ST,Vacant/Abandoned Building,41.7334109167,-87.6605635115,22.0,21.0,Boarded,,,,1167879.18143,1846163.8253,
0,1,"Block Group 5, Census Tract 5302, Cook County, Illinois",23,1156,0,17,031,530200,5,78,2017-03-28T00:00:00,,53.0,W 116TH 415 ST,Vacant/Abandoned Building,41.6833845833,-87.6324268848,5.0,34.0,Open,,,,1175707.35421,1827996.09347,
0,1,"Block Group 4, Census Tract 1103, Cook County, Illinois",1348,13,62,17,031,110300,4,79,2017-03-28T00:00:00,,11.0,N MELVINA 4915 AVE,Vacant/Abandoned Building,41.9705944375,-87.7831300523,16.0,45.0,,,,,1133871.34479,1932354.93991,
0,1,"Block Group 5, Census Tract 5302, Cook County, Illinois",23,1156,0,17,031,530200,5,80,2017-03-28T00:00:00,,53.0,W 117TH 219 ST,Vacant/Abandoned Building,41.6816060668,-87.6283096917,5.0,34.0,Open,,,,1176837.30341,1827357.20199,
0,1,"Block Group 1, Census Tract 8434, Cook County, Illinois",96,1145,141,17,031,843400,1,81,2017-03-27T00:00:00,,29.0,S KILDARE 2303 AVE,Vacant/Abandoned Building,41.8494715602,-87.7311904463,10.0,22.0,Boarded,,,,1148305.61553,1888312.71757,
0,1,"Block Group 1, Census Tract 8347, Cook County, Illinois",0,552,0,17,031,834700,1,82,2017-03-27T00:00:00,,68.0,S PEORIA 5741 ST,Vacant/Abandoned Building,41.7898772804,-87.6474740328,7.0,16.0,Open,,,,1171287.85497,1866767.89471,
0,1,"Block Group 1, Census Tract 8430, Cook County, Illinois",0,1273,0,17,031,843000,1,83,2017-03-27T00:00:00,,29.0,W GRENSHAW 3416 ST,Vacant/Abandoned Building,41.8672992888,-87.7109648436,11.0,24.0,Open,,,,1153769.07477,1894848.38013,
0,1,"Block Group 2, Census Tract 6712, Cook County, Illinois",0,537,0,17,031,671200,2,84,2017-03-27T00:00:00,,67.0,S HERMITAGE 6415 AVE,Vacant/Abandoned Building,41.7773293162,-87.6678345687,7.0,15.0,Open,,,,1165770.77763,1862151.86888,
0,1,"Block Group 4, Census Tract 6814, Cook County, Illinois",0,441,0,17,031,681400,4,85,2017-03-27T00:00:00,,68.0,S MORGAN 7250 ST,Vacant/Abandoned Building,41.7633091961,-87.6492189302,7.0,6.0,Open,,,,1170889.02437,1857082.8911,
0,1,"Block Group 4, Census Tract 7505, Cook County, Illinois",57,1604,0,17,031,750500,4,86,2017-03-27T00:00:00,,75.0,S VINCENNES 11863 AVE,Vacant/Abandoned Building,41.6782212649,-87.6713902144,22.0,34.0,Open,,,,1165078.65389,1826030.46911,
0,1,"Block Group 1, Census Tract 2909, Cook County, Illinois",31,847,0,17,031,290900,1,87,2017-03-27T00:00:00,,29.0,S KARLOV 1353 AVE,Vacant/Abandoned Building,41.8633311948,-87.7275292437,10.0,24.0,Open,,,,1149267.49227,1893370.1418,
0,1,"Block Group 2, Census Tract 2827, Cook County, Illinois",264,754,145,17,031,282700,2,88,2017-03-27T00:00:00,,28.0,W LEXINGTON 2441 ST,Vacant/Abandoned Building,41.872060896,-87.6871930579,11.0,28.0,Open,,,,1160230.9399,1896631.34,
0,1,"Block Group 2, Census Tract 4903, Cook County, Illinois",81,932,0,17,031,490300,2,89,2017-03-27T00:00:00,,49.0,S WABASH 9403 AVE,Vacant/Abandoned Building,41.7235270322,-87.6222513385,6.0,9.0,Open,,,,1178366.11203,1842646.30637,
0,1,"Block Group 2, Census Tract 6709, Cook County, Illinois",21,1007,0,17,031,670900,2,90,2017-03-27T00:00:00,,67.0,S ADA 5947 ST,Vacant/Abandoned Building,41.7859693985,-87.658306977,7.0,16.0,Open,,,,1168344.81203,1865320.50787,
0,1,"Block Group 3, Census Tract 7305, Cook County, Illinois",0,577,0,17,031,730500,3,91,2017-03-27T00:00:00,,73.0,S WALLACE 10046 ST,Vacant/Abandoned Building,41.7116031506,-87.6381021595,22.0,9.0,Open,,,,1174074.10553,1838266.03122,
0,1,"Block Group 1, Census Tract 4909.02, Cook County, Illinois",0,1175,0,17,031,490902,1,92,2017-03-27T00:00:00,,49.0,E 105TH 568 ST,Vacant/Abandoned Building,41.7037309751,-87.6090878568,5.0,9.0,Open,,,,1182020.26913,1835462.79903,
0,1,"Block Group 1, Census Tract 8366, Cook County, Illinois",450,493,0,17,031,836600,1,93,2017-03-27T00:00:00,,23.0,W CHICAGO 3456 AVE,Vacant/Abandoned Building,41.8954911595,-87.7130674933,11.0,27.0,Boarded,,,,1153122.11039,1905117.31409,
0,1,"Block Group 2, Census Tract 4303, Cook County, Illinois",0,641,7,17,031,430300,2,94,2017-03-27T00:00:00,,43.0,S HARPER 7036 AVE,Vacant/Abandoned Building,41.7672365609,-87.5879237782,3.0,5.0,Open,,,,1187599.17389,1858652.948,
0,1,"Block Group 1, Census Tract 6912, Cook County, Illinois",15,1177,0,17,031,691200,1,95,2017-03-27T00:00:00,,69.0,S NORMAL 7531 AVE,Vacant/Abandoned Building,41.7574831071,-87.6366341418,6.0,6.0,Open,,,,1174339.59987,1854987.47008,
0,1,"Block Group 2, Census Tract 5302, Cook County, Illinois",0,1098,0,17,031,530200,2,96,2017-03-27T00:00:00,,53.0,S PERRY 11827 AVE,Vacant/Abandoned Building,41.6793213222,-87.6251561195,5.0,34.0,Open,,,,1177705.59497,1826531.73643,
0,1,"Block Group 1, Census Tract 203.02, Cook County, Illinois",521,90,60,17,031,020302,1,97,2017-03-27T00:00:00,,2.0,N ROCKWELL 7048 ST,Vacant/Abandoned Building,42.0096768621,-87.694972648,24.0,50.0,Open,,,,1157738.66,1946763.08999,
0,1,"Block Group 1, Census Tract 4804, Cook County, Illinois",36,1011,0,17,031,480400,1,98,2017-03-27T00:00:00,,48.0,S YATES 9024 BLVD,Vacant/Abandoned Building,41.7312756031,-87.5658464806,4.0,7.0,Open,,,,1193738.83087,1845602.04519,
0,1,"Block Group 1, Census Tract 8349, Cook County, Illinois",0,885,0,17,031,834900,1,99,2017-03-27T00:00:00,,67.0,S LOOMIS 6922 BLVD,Vacant/Abandoned Building,41.7682174316,-87.6590541734,7.0,6.0,Open,,,,1168191.75387,1858850.22511,
