,indextest,block info,white,black,asian,4,5,6,7,index,creation_date,completion_date,community_area,street_address,type_of_service_request,latitude,longitude,police_district,ward,is_building_open_or_boarded_,number_of_potholes_filled_on_block,what_type_of_surface_is_the_graffiti_on_,what_is_the_nature_of_this_code_violation_,x_coordinate,y_coordinate,zip
0,1,"Block Group 4, Census Tract 2206.02, Cook County, Illinois",1764,52,66,17,031,220602,4,1550,2016-10-24T00:00:00,,22.0,W WRIGHTWOOD 3423 AVE,Vacant/Abandoned Building,41.9283040807,-87.7131704648,14.0,35.0,,,,,1153007.62008,1917074.15791,
0,1,"Block Group 2, Census Tract 4402.01, Cook County, Illinois",18,1752,0,17,031,440201,2,1551,2016-10-24T00:00:00,,44.0,S CHAMPLAIN 8026 AVE,Vacant/Abandoned Building,41.7489142737,-87.6088080822,6.0,6.0,Open,,,,1181958.08988,1851927.77378,
0,1,"Block Group 1, Census Tract 4312, Cook County, Illinois",18,1826,0,17,031,431200,1,1552,2016-10-24T00:00:00,,43.0,S CHAPPEL 7845 AVE,Vacant/Abandoned Building,41.7526135013,-87.5747856556,4.0,8.0,Open,,,,1191230.28971,1853355.7545,
0,1,"Block Group 4, Census Tract 2507, Cook County, Illinois",0,1065,18,17,031,250700,4,1553,2016-10-24T00:00:00,,25.0,N LUNA 1515 AVE,Vacant/Abandoned Building,41.9078552379,-87.7646131902,25.0,37.0,,,,,1139058.47942,1909525.53879,
0,1,"Block Group 4, Census Tract 5305.01, Cook County, Illinois",41,1221,0,17,031,530501,4,1554,2016-10-24T00:00:00,,53.0,S STATE 12015 ST,Vacant/Abandoned Building,41.6757598238,-87.6225911932,5.0,9.0,Open,,,,1178416.97539,1825239.7437,
0,1,"Block Group 2, Census Tract 6606, Cook County, Illinois",35,631,0,17,031,660600,2,1555,2016-10-23T00:00:00,,66.0,S MAPLEWOOD 6333 AVE,Vacant/Abandoned Building,41.7785980503,-87.6872878415,8.0,16.0,Open,,,,1160461.22307,1862573.72338,
0,1,"Block Group 2, Census Tract 8366, Cook County, Illinois",371,463,0,17,031,836600,2,1556,2016-10-23T00:00:00,,23.0,W GRAND 3317 AVE,Vacant/Abandoned Building,41.8995378125,-87.7097334683,11.0,27.0,Open,,,,1154019.10992,1906598.49299,
0,1,"Block Group 3, Census Tract 5401.02, Cook County, Illinois",0,607,0,17,031,540102,3,1557,2016-10-22T00:00:00,,54.0,S VERNON 13154 AVE,Vacant/Abandoned Building,41.6562789281,-87.6111403397,5.0,9.0,Open,,,,1181604.72758,1818167.18999,
0,1,"Block Group 4, Census Tract 4910, Cook County, Illinois",3,1521,1,17,031,491000,4,1558,2016-10-22T00:00:00,,49.0,S LAFAYETTE 10741 AVE,Vacant/Abandoned Building,41.6991036108,-87.6244827385,5.0,34.0,Open,,,,1177830.22992,1833741.664,
0,1,"Block Group 1, Census Tract 6119, Cook County, Illinois",273,982,0,17,031,611900,1,1559,2016-10-21T00:00:00,,61.0,S LAFLIN 5313 ST,Vacant/Abandoned Building,41.7974691082,-87.6622415554,9.0,20.0,Open,,,,1167239.04821,1869502.52629,
0,1,"Block Group 1, Census Tract 6712, Cook County, Illinois",8,527,0,17,031,671200,1,1560,2016-10-21T00:00:00,,67.0,S MARSHFIELD 6349 AVE,Vacant/Abandoned Building,41.7785444741,-87.6654480094,7.0,16.0,Open,,,,1166418.29749,1862599.70997,
0,1,"Block Group 2, Census Tract 6120, Cook County, Illinois",3,836,0,17,031,612000,2,1561,2016-10-21T00:00:00,,61.0,S MAY 5406 ST,Vacant/Abandoned Building,41.7958960934,-87.6537067843,9.0,20.0,Open,,,,1169570.79949,1868947.61341,
0,1,"Block Group 1, Census Tract 2922, Cook County, Illinois",0,844,0,17,031,292200,1,1562,2016-10-21T00:00:00,,29.0,S DRAKE 1822 AVE,Vacant/Abandoned Building,41.8565019367,-87.7139105764,10.0,24.0,Open,,,,1152995.10742,1890908.04988,
0,1,"Block Group 4, Census Tract 7112, Cook County, Illinois",0,1879,0,17,031,711200,4,1563,2016-10-21T00:00:00,,71.0,S WOLCOTT 8244 AVE,Vacant/Abandoned Building,41.7439890281,-87.6705597044,6.0,17.0,Open,,,,1165121.07097,1849997.21467,
0,1,"Block Group 2, Census Tract 5102, Cook County, Illinois",27,721,20,17,031,510200,2,1564,2016-10-21T00:00:00,,51.0,S HOXIE 9901 AVE,Vacant/Abandoned Building,41.7153832681,-87.561047363,4.0,7.0,Open,,,,1195100.73231,1839822.75361,
0,1,"Block Group 5, Census Tract 6909, Cook County, Illinois",0,1328,0,17,031,690900,5,1565,2016-10-21T00:00:00,,69.0,S DR MARTIN LUTHER KING JR 7424 DR,Vacant/Abandoned Building,41.7597914967,-87.6151541848,3.0,6.0,Boarded,,,,1180193.27139,1855876.82279,
0,1,"Block Group 1, Census Tract 303, Cook County, Illinois",959,267,299,17,031,030300,1,1566,2016-10-21T00:00:00,,77.0,N RAVENSWOOD 6209 AVE,Vacant/Abandoned Building,41.9944526674,-87.6748980072,24.0,40.0,Open,,,,1163237.07722,1941256.61659,
0,1,"Block Group 1, Census Tract 6305, Cook County, Illinois",694,74,53,17,031,630500,1,1567,2016-10-21T00:00:00,,63.0,S CAMPBELL 5127 AVE,Vacant/Abandoned Building,41.8006161061,-87.6866668623,9.0,14.0,Open,,,,1160570.25082,1870598.22332,
0,1,"Block Group 2, Census Tract 7306, Cook County, Illinois",32,1152,0,17,031,730600,2,1568,2016-10-21T00:00:00,,73.0,S MORGAN 9927 ST,Vacant/Abandoned Building,41.7136475445,-87.6478711149,22.0,34.0,Open,,,,1171400.87,1838989.59999,
0,1,"Block Group 2, Census Tract 3106, Cook County, Illinois",1005,65,0,17,031,310600,2,1569,2016-10-20T00:00:00,,31.0,S RACINE 1831 AVE,Vacant/Abandoned Building,41.8575274898,-87.6564163117,12.0,25.0,Open,,,,1168655.00851,1891399.9965,
0,1,"Block Group 1, Census Tract 6701, Cook County, Illinois",26,482,0,17,031,670100,1,1570,2016-10-20T00:00:00,,67.0,S ELIZABETH 5741 ST,Vacant/Abandoned Building,41.7897545696,-87.6559773474,7.0,16.0,Boarded,,,,1168969.29112,1866704.79517,
0,1,"Block Group 2, Census Tract 6112, Cook County, Illinois",889,399,5,17,031,611200,2,1571,2016-10-20T00:00:00,,61.0,S LAFLIN 4948 ST,Vacant/Abandoned Building,41.8038465682,-87.6624127231,9.0,20.0,Open,,,,1167174.236,1871826.06989,
0,1,"Block Group 1, Census Tract 6117, Cook County, Illinois",186,324,0,17,031,611700,1,1572,2016-10-20T00:00:00,,61.0,S WOOD 5254 ST,Vacant/Abandoned Building,41.7984632467,-87.6695683426,9.0,16.0,Boarded,,,,1165238.41889,1869849.27238,
0,1,"Block Group 2, Census Tract 8396, Cook County, Illinois",154,931,20,17,031,839600,2,1573,2016-10-20T00:00:00,,35.0,S CALUMET 3832 AVE,Vacant/Abandoned Building,41.8250476829,-87.6182393367,2.0,3.0,Open,,,,1179153.73991,1879648.76229,
0,1,"Block Group 3, Census Tract 4605, Cook County, Illinois",70,773,0,17,031,460500,3,1574,2016-10-20T00:00:00,,46.0,S CRANDON 8452 AVE,Vacant/Abandoned Building,41.7416581126,-87.5685144874,4.0,8.0,Open,,,,1192976.96071,1849378.8537,
0,1,"Block Group 2, Census Tract 7112, Cook County, Illinois",0,1070,0,17,031,711200,2,1575,2016-10-20T00:00:00,,71.0,S MARSHFIELD 8610 AVE,Vacant/Abandoned Building,41.7374135665,-87.6643227714,6.0,21.0,Open,,,,1166841.76718,1847614.3522,
0,1,"Block Group 5, Census Tract 1608, Cook County, Illinois",1038,0,157,17,031,160800,5,1576,2016-10-20T00:00:00,,16.0,N SPAULDING 3811 AVE,Vacant/Abandoned Building,41.9504501091,-87.7103692171,17.0,33.0,Open,,,,1153711.24842,1925149.74743,
0,1,"Block Group 1, Census Tract 4603.02, Cook County, Illinois",8,835,77,17,031,460302,1,1577,2016-10-20T00:00:00,,46.0,S MUSKEGON 7928 AVE,Vacant/Abandoned Building,41.7513649283,-87.5553111899,4.0,7.0,Boarded,,,,1196548.32008,1852948.23717,
0,1,"Block Group 5, Census Tract 6914, Cook County, Illinois",0,731,0,17,031,691400,5,1578,2016-10-20T00:00:00,,69.0,S VERNON 7634 AVE,Vacant/Abandoned Building,41.7559813886,-87.6138288341,6.0,6.0,Open,,,,1180566.48543,1854491.47267,
0,1,"Block Group 1, Census Tract 7202, Cook County, Illinois",286,479,0,17,031,720200,1,1579,2016-10-20T00:00:00,,72.0,S PROSPECT 9742 AVE,Vacant/Abandoned Building,41.7171824814,-87.6643224666,22.0,19.0,Open,,,,1166899.14573,1840242.3611,
0,1,"Block Group 2, Census Tract 6115, Cook County, Illinois",1208,225,5,17,031,611500,2,1580,2016-10-19T00:00:00,,61.0,W 50TH 2111 ST,Vacant/Abandoned Building,41.8030259246,-87.6773710524,9.0,15.0,Open,,,,1163098.15983,1871495.55199,
0,1,"Block Group 3, Census Tract 6720, Cook County, Illinois",0,1039,0,17,031,672000,3,1581,2016-10-19T00:00:00,,67.0,S DAMEN 7127 AVE,Vacant/Abandoned Building,41.7643085523,-87.673520475,7.0,17.0,Open,,,,1164256.28723,1857395.256,
0,1,"Block Group 1, Census Tract 6705, Cook County, Illinois",69,886,21,17,031,670500,1,1582,2016-10-19T00:00:00,,67.0,S DAMEN 5707 AVE,Vacant/Abandoned Building,41.7901435463,-87.6741922679,7.0,15.0,Open,,,,1164000.85431,1866807.9261,
0,1,"Block Group 3, Census Tract 5805.01, Cook County, Illinois",1399,157,43,17,031,580501,3,1583,2016-10-19T00:00:00,,58.0,W 41ST 3120 PL,Vacant/Abandoned Building,41.8181254171,-87.7023975671,9.0,15.0,Open,,,,1156234.25227,1876946.63868,
0,1,"Block Group 5, Census Tract 2513, Cook County, Illinois",66,965,0,17,031,251300,5,1584,2016-10-19T00:00:00,,25.0,N MAYFIELD 1115 AVE,Vacant/Abandoned Building,41.9004887743,-87.7728885709,15.0,29.0,Open,,,,1136823.40863,1906826.37568,
0,1,"Block Group 3, Census Tract 5805.01, Cook County, Illinois",1399,157,43,17,031,580501,3,1585,2016-10-19T00:00:00,,58.0,W 41ST 3115 PL,Vacant/Abandoned Building,41.818127476,-87.7022728162,9.0,15.0,Open,,,,1156268.25227,1876947.63868,
0,1,"Block Group 1, Census Tract 6909, Cook County, Illinois",0,576,0,17,031,690900,1,1586,2016-10-19T00:00:00,,69.0,S EVANS 7206 AVE,Vacant/Abandoned Building,41.763920559,-87.6067610935,3.0,6.0,Open,,,,1182470.4926,1857400.64958,
0,1,"Block Group 3, Census Tract 4907, Cook County, Illinois",24,1540,11,17,031,490700,3,1587,2016-10-19T00:00:00,,49.0,S YALE 10232 AVE,Vacant/Abandoned Building,41.7083276431,-87.6295438968,5.0,9.0,Open,,,,1176420.60021,1837091.45718,
0,1,"Block Group 1, Census Tract 4601, Cook County, Illinois",312,819,0,17,031,460100,1,1588,2016-10-19T00:00:00,,46.0,S SOUTH SHORE 7918 DR,Vacant/Abandoned Building,41.7516455291,-87.5481257215,4.0,7.0,Open,,,,1198508.09437,1853068.2981,
0,1,"Block Group 3, Census Tract 4313.01, Cook County, Illinois",53,1324,0,17,031,431301,3,1589,2016-10-19T00:00:00,,46.0,E 79TH 2459 ST,Vacant/Abandoned Building,41.7517529193,-87.56453067,4.0,7.0,Open,,,,1194031.3266,1853067.00337,
0,1,"Block Group 2, Census Tract 6915, Cook County, Illinois",21,831,0,17,031,691500,2,1590,2016-10-19T00:00:00,,69.0,S INGLESIDE 7531 AVE,Vacant/Abandoned Building,41.7580507692,-87.6017122064,6.0,8.0,Open,,,,1183866.10958,1855273.42038,
0,1,"Block Group 4, Census Tract 6812, Cook County, Illinois",0,464,0,17,031,681200,4,1591,2016-10-19T00:00:00,,68.0,S EMERALD 6800 AVE,Vacant/Abandoned Building,41.770678509,-87.6432082317,7.0,6.0,Open,,,,1172507.31699,1859781.30899,
0,1,"Block Group 3, Census Tract 7203, Cook County, Illinois",1041,230,0,17,031,720300,3,1592,2016-10-19T00:00:00,,72.0,S OAKLEY 9920 AVE,Vacant/Abandoned Building,41.7133214135,-87.6794109743,22.0,19.0,Open,,,,1162790.44058,1838803.78383,
0,1,"Block Group 2, Census Tract 8388, Cook County, Illinois",764,1876,0,17,031,838800,2,1593,2016-10-19T00:00:00,,51.0,S TORRENCE 10822 AVE,Vacant/Abandoned Building,41.6988469707,-87.5595452794,4.0,10.0,Open,,,,1195564.98192,1833800.79,
0,1,"Block Group 1, Census Tract 6108, Cook County, Illinois",1486,17,40,17,031,610800,1,1594,2016-10-18T00:00:00,,61.0,W 45TH 530 PL,Vacant/Abandoned Building,41.8117281843,-87.6390570319,9.0,11.0,Open,,,,1173518.92003,1874748.66058,
0,1,"Block Group 1, Census Tract 6713, Cook County, Illinois",24,1056,0,17,031,671300,1,1595,2016-10-18T00:00:00,,67.0,S HONORE 6536 ST,Vacant/Abandoned Building,41.7750936456,-87.6701809485,7.0,15.0,Open,,,,1165137.06028,1861332.26348,
0,1,"Block Group 1, Census Tract 2516, Cook County, Illinois",19,1309,0,17,031,251600,1,1596,2016-10-18T00:00:00,,25.0,W SUPERIOR 4911 ST,Vacant/Abandoned Building,41.8940318886,-87.7484949718,15.0,37.0,Open,,,,1143480.29552,1904517.81778,
0,1,"Block Group 2, Census Tract 6117, Cook County, Illinois",142,85,0,17,031,611700,2,1597,2016-10-18T00:00:00,,61.0,S WOLCOTT 5423 AVE,Vacant/Abandoned Building,41.7951140701,-87.6719060146,9.0,16.0,,,,,1164610.39433,1868623.9404,
0,1,"Block Group 1, Census Tract 8355, Cook County, Illinois",3,599,0,17,031,835500,1,1598,2016-10-18T00:00:00,,37.0,S WELLS 4202 ST,Vacant/Abandoned Building,41.8180821674,-87.6324023843,9.0,3.0,Open,,,,1175314.18931,1877078.74759,
0,1,"Block Group 1, Census Tract 8355, Cook County, Illinois",3,599,0,17,031,835500,1,1599,2016-10-18T00:00:00,,37.0,S WELLS 4162 ST,Vacant/Abandoned Building,41.8186511733,-87.6324177477,9.0,3.0,Open,,,,1175308.3101,1877286.05652,
0,1,"Block Group 1, Census Tract 8356, Cook County, Illinois",6,494,0,17,031,835600,1,1600,2016-10-18T00:00:00,,37.0,S PRINCETON 4803 AVE,Vacant/Abandoned Building,41.8071240065,-87.633311798,9.0,3.0,Open,,,,1175098.82153,1873083.62811,
0,1,"Block Group 3, Census Tract 6610, Cook County, Illinois",0,650,0,17,031,661000,3,1601,2016-10-18T00:00:00,,66.0,S ARTESIAN 7319 AVE,Vacant/Abandoned Building,41.7606825785,-87.6843571258,8.0,18.0,,,,,1161309.84918,1856051.49088,
0,1,"Block Group 1, Census Tract 5802, Cook County, Illinois",814,7,265,17,031,580200,1,1602,2016-10-18T00:00:00,,58.0,W 36TH 2824 PL,Vacant/Abandoned Building,41.8273280732,-87.6953329375,9.0,12.0,,,,,1158135.07932,1880314.26048,
0,1,"Block Group 1, Census Tract 6713, Cook County, Illinois",24,1056,0,17,031,671300,1,1603,2016-10-18T00:00:00,,67.0,S HONORE 6538 ST,Vacant/Abandoned Building,41.7750568657,-87.670179861,7.0,15.0,Open,,,,1165137.46027,1861318.86348,
0,1,"Block Group 5, Census Tract 1608, Cook County, Illinois",1038,0,157,17,031,160800,5,1604,2016-10-18T00:00:00,,16.0,W IRVING PARK 3326 RD,Vacant/Abandoned Building,41.9538764867,-87.711554758,17.0,33.0,Open,,,,1153379.6929,1926395.98818,
0,1,"Block Group 1, Census Tract 4912, Cook County, Illinois",0,861,17,17,031,491200,1,1605,2016-10-18T00:00:00,,49.0,S EGGLESTON 11120 AVE,Vacant/Abandoned Building,41.6920904479,-87.6339282427,22.0,34.0,Boarded,,,,1175271.49017,1831165.06558,
0,1,"Block Group 1, Census Tract 321, Cook County, Illinois",1644,117,158,17,031,032100,1,1606,2016-10-18T00:00:00,,3.0,N CLARENDON 4400 AVE,Vacant/Abandoned Building,41.9618428075,-87.6499121472,19.0,46.0,Open,,,,1170124.00038,1929426.62978,
0,1,"Block Group 2, Census Tract 8339, Cook County, Illinois",347,569,0,17,031,833900,2,1607,2016-10-18T00:00:00,,46.0,S BALTIMORE 9028 AVE,Vacant/Abandoned Building,41.731416103,-87.5485307302,4.0,10.0,Open,,,,1198464.80633,1845695.8626,
0,1,"Block Group 5, Census Tract 2315, Cook County, Illinois",0,1157,0,17,031,231500,5,1608,2016-10-18T00:00:00,,23.0,N HAMLIN 514 AVE,Vacant/Abandoned Building,41.8901642357,-87.7210423072,11.0,27.0,Boarded,,,,1150964.74929,1903160.59117,
0,1,"Block Group 3, Census Tract 4907, Cook County, Illinois",24,1540,11,17,031,490700,3,1609,2016-10-18T00:00:00,,49.0,S YALE 10024 AVE,Vacant/Abandoned Building,41.7121114197,-87.6296395979,5.0,9.0,Boarded,,,,1176383.20111,1838470.00858,
0,1,"Block Group 3, Census Tract 4409, Cook County, Illinois",0,723,0,17,031,440900,3,1610,2016-10-17T00:00:00,,44.0,E 89TH 402 PL,Vacant/Abandoned Building,41.7319365202,-87.6143591875,6.0,9.0,Open,,,,1180494.98429,1845728.53328,
0,1,"Block Group 5, Census Tract 8428, Cook County, Illinois",1273,66,104,17,031,842800,5,1611,2016-10-17T00:00:00,,58.0,S MOZART 4606 ST,Vacant/Abandoned Building,41.8099679566,-87.695479763,9.0,15.0,Open,,,,1158142.02149,1873988.02677,
0,1,"Block Group 5, Census Tract 8428, Cook County, Illinois",1273,66,104,17,031,842800,5,1612,2016-10-17T00:00:00,,58.0,S MOZART 4612 ST,Vacant/Abandoned Building,41.8098576182,-87.6954764559,9.0,15.0,Open,,,,1158143.22149,1873947.82677,
0,1,"Block Group 1, Census Tract 6705, Cook County, Illinois",69,886,21,17,031,670500,1,1613,2016-10-17T00:00:00,,67.0,S HOYNE 5730 AVE,Vacant/Abandoned Building,41.7896911284,-87.6766180491,7.0,15.0,Open,,,,1163340.5884,1866638.00569,
0,1,"Block Group 1, Census Tract 6805, Cook County, Illinois",37,400,0,17,031,680500,1,1614,2016-10-17T00:00:00,,68.0,S ABERDEEN 5620 ST,Vacant/Abandoned Building,41.7920142876,-87.652390467,7.0,16.0,Open,,,,1169940.93953,1867535.9486,
0,1,"Block Group 2, Census Tract 2922, Cook County, Illinois",23,1307,0,17,031,292200,2,1615,2016-10-17T00:00:00,,29.0,S LAWNDALE 1924 AVE,Vacant/Abandoned Building,41.8543299279,-87.7175428729,10.0,24.0,Open,,,,1152011.25761,1890109.4589,
0,1,"Block Group 2, Census Tract 7003.01, Cook County, Illinois",928,104,0,17,031,700301,2,1616,2016-10-17T00:00:00,,70.0,S KILDARE 8146 AVE,Vacant/Abandoned Building,41.7449784697,-87.7288864579,8.0,18.0,Open,,,,1149201.08291,1850240.55467,
0,1,"Block Group 1, Census Tract 6718, Cook County, Illinois",96,1201,0,17,031,671800,1,1617,2016-10-17T00:00:00,,67.0,W 73RD 1249 PL,Vacant/Abandoned Building,41.7604846896,-87.65559713,7.0,17.0,Boarded,,,,1169157.03349,1856039.88999,
0,1,"Block Group 1, Census Tract 7305, Cook County, Illinois",126,903,0,17,031,730500,1,1618,2016-10-17T00:00:00,,73.0,W 97TH 520 ST,Vacant/Abandoned Building,41.717912122,-87.6366250065,22.0,21.0,Open,,,,1174458.82337,1840568.20968,
0,1,"Block Group 1, Census Tract 2609, Cook County, Illinois",107,739,0,17,031,260900,1,1619,2016-10-17T00:00:00,,26.0,W ARTHINGTON 3819 ST,Vacant/Abandoned Building,41.8698635251,-87.720740207,11.0,24.0,Open,,,,1151099.80781,1895763.63007,
0,1,"Block Group 1, Census Tract 4212, Cook County, Illinois",0,896,0,17,031,421200,1,1620,2016-10-16T00:00:00,,42.0,S EBERHART 6723 AVE,Vacant/Abandoned Building,41.7725867329,-87.6130313691,3.0,20.0,Open,,,,1180733.40481,1860544.15001,
0,1,"Block Group 2, Census Tract 6606, Cook County, Illinois",35,631,0,17,031,660600,2,1621,2016-10-15T00:00:00,,66.0,S TALMAN 6429 AVE,Vacant/Abandoned Building,41.7767514726,-87.689675933,8.0,16.0,Open,,,,1159814.89581,1861895.96021,
0,1,"Block Group 2, Census Tract 7004.02, Cook County, Illinois",368,805,0,17,031,700402,2,1622,2016-10-15T00:00:00,,70.0,W 85TH 3801 PL,Vacant/Abandoned Building,41.7376821357,-87.7166897008,8.0,18.0,Open,,,,1152548.59401,1847605.4612,
0,1,"Block Group 4, Census Tract 6811, Cook County, Illinois",12,786,0,17,031,681100,4,1623,2016-10-15T00:00:00,,68.0,S MORGAN 6751 ST,Vacant/Abandoned Building,41.7714659187,-87.6494302059,7.0,6.0,Open,,,,1170807.75099,1860054.67707,
0,1,"Block Group 1, Census Tract 7105, Cook County, Illinois",20,965,0,17,031,710500,1,1624,2016-10-15T00:00:00,,71.0,S MARSHFIELD 8040 AVE,Vacant/Abandoned Building,41.7477820648,-87.6645856975,6.0,21.0,Open,,,,1166740.64553,1851391.97467,
0,1,"Block Group 2, Census Tract 4913, Cook County, Illinois",28,655,0,17,031,491300,2,1625,2016-10-15T00:00:00,,49.0,W 114TH 41 ST,Vacant/Abandoned Building,41.6870999614,-87.6240522044,5.0,34.0,Open,,,,1177983.82238,1829368.65152,
0,1,"Block Group 3, Census Tract 6113, Cook County, Illinois",765,21,0,17,031,611300,3,1626,2016-10-14T00:00:00,,61.0,S PAULINA 4860 ST,Vacant/Abandoned Building,41.80565711,-87.6673237412,9.0,15.0,Open,,,,1165830.14433,1872475.40711,
0,1,"Block Group 2, Census Tract 4402.01, Cook County, Illinois",18,1752,0,17,031,440201,2,1627,2016-10-14T00:00:00,,44.0,S CHAMPLAIN 8026 AVE,Vacant/Abandoned Building,41.7489142737,-87.6088080822,6.0,6.0,Open,,,,1181958.08988,1851927.77378,
0,1,"Block Group 2, Census Tract 5805.02, Cook County, Illinois",887,0,61,17,031,580502,2,1628,2016-10-14T00:00:00,,58.0,S MOZART 4403 ST,Vacant/Abandoned Building,41.8136549598,-87.6955969165,9.0,15.0,,,,,1158100.11269,1875331.31301,
0,1,"Block Group 1, Census Tract 8428, Cook County, Illinois",563,0,13,17,031,842800,1,1629,2016-10-14T00:00:00,,58.0,S TALMAN 4558 AVE,Vacant/Abandoned Building,41.8108944692,-87.6906175285,9.0,15.0,Boarded,,,,1159465.04812,1874335.51849,
0,1,"Block Group 1, Census Tract 8428, Cook County, Illinois",563,0,13,17,031,842800,1,1630,2016-10-14T00:00:00,,58.0,S TALMAN 4602 AVE,Vacant/Abandoned Building,41.8100971261,-87.6905943201,9.0,15.0,Boarded,,,,1159473.54812,1874045.01849,
0,1,"Block Group 1, Census Tract 6704, Cook County, Illinois",17,1453,0,17,031,670400,1,1631,2016-10-14T00:00:00,,67.0,S WINCHESTER 5524 AVE,Vacant/Abandoned Building,41.7932115435,-87.6730605303,7.0,15.0,Open,,,,1164300.89989,1867928.25201,
0,1,"Block Group 3, Census Tract 5806, Cook County, Illinois",914,0,44,17,031,580600,3,1632,2016-10-14T00:00:00,,58.0,S WASHTENAW 4323 AVE,Vacant/Abandoned Building,41.8151620977,-87.6919638788,9.0,15.0,Open,,,,1159086.40251,1875887.87672,
0,1,"Block Group 2, Census Tract 5805.02, Cook County, Illinois",887,0,61,17,031,580502,2,1633,2016-10-14T00:00:00,,58.0,S MOZART 4403 ST,Vacant/Abandoned Building,41.8136549598,-87.6955969165,9.0,15.0,Boarded,,,,1158100.11269,1875331.31301,
0,1,"Block Group 3, Census Tract 4313.02, Cook County, Illinois",38,1917,69,17,031,431302,3,1634,2016-10-14T00:00:00,,43.0,S SAGINAW 7631 AVE,Vacant/Abandoned Building,41.7566865426,-87.560009902,4.0,7.0,Open,,,,1195248.74659,1854875.83153,
0,1,"Block Group 2, Census Tract 8347, Cook County, Illinois",92,644,62,17,031,834700,2,1635,2016-10-14T00:00:00,,68.0,W 59TH 952 ST,Vacant/Abandoned Building,41.786968778,-87.6489793058,7.0,16.0,Open,,,,1170885.79209,1865704.78472,
0,1,"Block Group 2, Census Tract 4206, Cook County, Illinois",108,714,4,17,031,420600,2,1636,2016-10-14T00:00:00,,42.0,S ST LAWRENCE 6224 AVE,Vacant/Abandoned Building,41.7817048719,-87.610832972,3.0,20.0,,,,,1181305.17018,1863871.76568,
0,1,"Block Group 4, Census Tract 4207, Cook County, Illinois",49,1055,0,17,031,420700,4,1637,2016-10-14T00:00:00,,42.0,S CHAMPLAIN 6414 AVE,Vacant/Abandoned Building,41.778273312,-87.6095344538,3.0,20.0,Open,,,,1181669.85618,1862624.30731,
0,1,"Block Group 4, Census Tract 4207, Cook County, Illinois",49,1055,0,17,031,420700,4,1638,2016-10-14T00:00:00,,42.0,S CHAMPLAIN 6415 AVE,Vacant/Abandoned Building,41.7782549219,-87.6095339274,3.0,20.0,Open,,,,1181670.05618,1862617.60731,
0,1,"Block Group 4, Census Tract 8350, Cook County, Illinois",100,964,0,17,031,835000,4,1639,2016-10-14T00:00:00,,66.0,S TALMAN 6251 AVE,Vacant/Abandoned Building,41.7800540453,-87.6897625324,8.0,16.0,Open,,,,1159782.26833,1863099.21561,
0,1,"Block Group 2, Census Tract 6120, Cook County, Illinois",3,836,0,17,031,612000,2,1640,2016-10-14T00:00:00,,61.0,S ABERDEEN 5312 ST,Vacant/Abandoned Building,41.7976230741,-87.6525373217,9.0,20.0,Open,,,,1169884.70678,1869579.43777,
0,1,"Block Group 1, Census Tract 8438, Cook County, Illinois",625,78,171,17,031,843800,1,1641,2016-10-14T00:00:00,,61.0,W 50TH 719 PL,Vacant/Abandoned Building,41.8025253484,-87.6434010755,9.0,20.0,Open,,,,1172361.59001,1871385.66,
0,1,"Block Group 1, Census Tract 6121, Cook County, Illinois",92,968,33,17,031,612100,1,1642,2016-10-14T00:00:00,,61.0,W 54TH 845 ST,Vacant/Abandoned Building,41.7960273121,-87.6463198347,9.0,20.0,Open,,,,1171584.70422,1869011.44011,
0,1,"Block Group 2, Census Tract 8355, Cook County, Illinois",82,669,0,17,031,835500,2,1643,2016-10-14T00:00:00,,37.0,S PRINCETON 4443 AVE,Vacant/Abandoned Building,41.8134591416,-87.633487978,9.0,3.0,Open,,,,1175031.9897,1875391.72732,
0,1,"Block Group 1, Census Tract 3901, Cook County, Illinois",90,1397,39,17,031,390100,1,1644,2016-10-14T00:00:00,,39.0,S LAKE PARK 4343 AVE,Vacant/Abandoned Building,41.8161279631,-87.5983127005,2.0,4.0,Open,,,,1184612.71833,1876444.28939,
0,1,"Block Group 2, Census Tract 8391, Cook County, Illinois",1282,389,247,17,031,839100,2,1645,2016-10-14T00:00:00,,32.0,W CONGRESS 43 PKWY,Vacant/Abandoned Building,41.8756263027,-87.6292382996,1.0,4.0,Boarded,,,,1176004.76103,1898054.7178,
0,1,"Block Group 3, Census Tract 2909, Cook County, Illinois",0,840,0,17,031,290900,3,1646,2016-10-14T00:00:00,,29.0,S TRIPP 1529 AVE,Vacant/Abandoned Building,41.8600736199,-87.7311037534,10.0,24.0,Open,,,,1148302.13933,1892176.24002,
0,1,"Block Group 3, Census Tract 6715, Cook County, Illinois",22,901,0,17,031,671500,3,1647,2016-10-14T00:00:00,,67.0,S HONORE 6924 ST,Vacant/Abandoned Building,41.7680438402,-87.6699741725,7.0,17.0,Open,,,,1165213.27652,1858763.80529,
0,1,"Block Group 4, Census Tract 2507, Cook County, Illinois",0,1065,18,17,031,250700,4,1648,2016-10-14T00:00:00,,25.0,N CENTRAL 1316 AVE,Vacant/Abandoned Building,41.9039520516,-87.7657189153,25.0,29.0,Open,,,,1138766.90593,1908101.22487,
